"lakemodel","GCM","RCP","Year","MeanLatitude","MinimumLatitude"
"lake","miroc5","rcp60",1905,56.7377742269243,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1905,56.9122401847575,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1905,56.9122401847575,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1905,56.9122401847575,30.25
"simstrat-uog","hadgem2-es","rcp26",1905,57.0192529564465,30.25
"simstrat-uog","hadgem2-es","rcp60",1905,57.0192529564465,30.25
"simstrat-uog","hadgem2-es","rcp85",1905,57.0192529564465,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1905,57.4069928137092,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1905,57.4069928137092,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1905,57.4069928137092,30.25
"simstrat-uog","miroc5","rcp26",1905,57.5534900674321,30.25
"simstrat-uog","miroc5","rcp60",1905,57.5534900674321,30.25
"simstrat-uog","miroc5","rcp85",1905,57.5534900674321,30.25
"albm","gfdl-esm2m","rcp26",1906,57.7040677488974,30.25
"albm","gfdl-esm2m","rcp60",1906,57.7040677488974,30.25
"albm","gfdl-esm2m","rcp85",1906,57.7040677488974,30.25
"albm","hadgem2-es","rcp26",1906,58.2719564441271,30.25
"albm","hadgem2-es","rcp60",1906,58.2719564441271,30.25
"albm","hadgem2-es","rcp85",1906,58.2719564441271,30.25
"albm","ipsl-cm5a-lr","rcp26",1906,57.8740007613247,30.25
"albm","ipsl-cm5a-lr","rcp60",1906,57.8740007613247,30.25
"albm","ipsl-cm5a-lr","rcp85",1906,57.8740007613247,30.25
"albm","miroc5","rcp26",1906,57.5070298350968,30.25
"albm","miroc5","rcp60",1906,57.5070298350968,30.25
"albm","miroc5","rcp85",1906,57.5070298350968,30.25
"clm45","gfdl-esm2m","rcp26",1906,55.1365902025941,30.25
"clm45","gfdl-esm2m","rcp60",1906,55.1365902025941,30.25
"clm45","gfdl-esm2m","rcp85",1906,55.1365902025941,30.25
"clm45","hadgem2-es","rcp26",1906,56.4936743674367,30.25
"clm45","hadgem2-es","rcp60",1906,56.4936743674367,30.25
"clm45","hadgem2-es","rcp85",1906,56.4936743674367,30.25
"clm45","ipsl-cm5a-lr","rcp26",1906,55.3230004468275,30.25
"clm45","ipsl-cm5a-lr","rcp60",1906,55.3230004468275,30.25
"clm45","ipsl-cm5a-lr","rcp85",1906,55.3230004468275,30.25
"clm45","miroc5","rcp26",1906,55.3036451937032,30.25
"clm45","miroc5","rcp60",1906,55.3036451937032,30.25
"clm45","miroc5","rcp85",1906,55.3036451937032,30.25
"lake","gfdl-esm2m","rcp26",1906,56.2944725420953,30.2499923706055
"lake","gfdl-esm2m","rcp60",1906,56.2944725420953,30.2499923706055
"lake","gfdl-esm2m","rcp85",1906,56.2944725420953,30.2499923706055
"lake","hadgem2-es","rcp26",1906,57.0298529683455,30.2499923706055
"lake","hadgem2-es","rcp60",1906,57.0298529683455,30.2499923706055
"lake","hadgem2-es","rcp85",1906,57.0298529683455,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1906,57.2923973690691,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1906,57.2923973690691,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1906,57.2923973690691,30.2499923706055
"lake","miroc5","rcp26",1906,56.3669549822742,30.2499923706055
"lake","miroc5","rcp60",1906,56.3669549822742,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1906,56.8261551075528,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1906,56.8261551075528,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1906,56.8261551075528,30.25
"simstrat-uog","hadgem2-es","rcp26",1906,58.0617022226189,30.25
"simstrat-uog","hadgem2-es","rcp60",1906,58.0617022226189,30.25
"simstrat-uog","hadgem2-es","rcp85",1906,58.0617022226189,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1906,57.2331920631863,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1906,57.2331920631863,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1906,57.2331920631863,30.25
"simstrat-uog","miroc5","rcp26",1906,57.0777270543008,30.25
"simstrat-uog","miroc5","rcp60",1906,57.0777270543008,30.25
"simstrat-uog","miroc5","rcp85",1906,57.0777270543008,30.25
"albm","gfdl-esm2m","rcp26",1907,57.6380362249762,30.25
"albm","gfdl-esm2m","rcp60",1907,57.6380362249762,30.25
"albm","gfdl-esm2m","rcp85",1907,57.6380362249762,30.25
"albm","hadgem2-es","rcp26",1907,58.118731962482,30.25
"albm","hadgem2-es","rcp60",1907,58.118731962482,30.25
"albm","hadgem2-es","rcp85",1907,58.118731962482,30.25
"albm","ipsl-cm5a-lr","rcp26",1907,57.4570305097593,30.25
"albm","ipsl-cm5a-lr","rcp60",1907,57.4570305097593,30.25
"albm","ipsl-cm5a-lr","rcp85",1907,57.4570305097593,30.25
"albm","miroc5","rcp26",1907,58.2771255060729,30.25
"albm","miroc5","rcp60",1907,58.2771255060729,30.25
"albm","miroc5","rcp85",1907,58.2771255060729,30.25
"clm45","gfdl-esm2m","rcp26",1907,55.6088248001728,30.25
"clm45","gfdl-esm2m","rcp60",1907,55.6088248001728,30.25
"clm45","gfdl-esm2m","rcp85",1907,55.6088248001728,30.25
"clm45","hadgem2-es","rcp26",1907,56.1875952066619,30.25
"clm45","hadgem2-es","rcp60",1907,56.1875952066619,30.25
"clm45","hadgem2-es","rcp85",1907,56.1875952066619,30.25
"clm45","ipsl-cm5a-lr","rcp26",1907,55.3824376199616,30.25
"clm45","ipsl-cm5a-lr","rcp60",1907,55.3824376199616,30.25
"clm45","ipsl-cm5a-lr","rcp85",1907,55.3824376199616,30.25
"clm45","miroc5","rcp26",1907,56.0489036646026,30.25
"clm45","miroc5","rcp60",1907,56.0489036646026,30.25
"clm45","miroc5","rcp85",1907,56.0489036646026,30.25
"lake","gfdl-esm2m","rcp26",1907,55.8986929355772,30.2499923706055
"lake","gfdl-esm2m","rcp60",1907,55.8986929355772,30.2499923706055
"lake","gfdl-esm2m","rcp85",1907,55.8986929355772,30.2499923706055
"lake","hadgem2-es","rcp26",1907,57.5441909940076,30.2499923706055
"lake","hadgem2-es","rcp60",1907,57.5441909940076,30.2499923706055
"lake","hadgem2-es","rcp85",1907,57.5441909940076,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1907,56.6491300361429,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1907,56.6491300361429,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1907,56.6491300361429,30.2499923706055
"lake","miroc5","rcp26",1907,57.2496883884391,30.2499923706055
"lake","miroc5","rcp60",1907,57.2496883884391,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1907,57.1049098580744,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1907,57.1049098580744,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1907,57.1049098580744,30.25
"simstrat-uog","hadgem2-es","rcp26",1907,57.8223166368515,30.25
"simstrat-uog","hadgem2-es","rcp60",1907,57.8223166368515,30.25
"simstrat-uog","hadgem2-es","rcp85",1907,57.8223166368515,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1907,56.7712471352177,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1907,56.7712471352177,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1907,56.7712471352177,30.25
"simstrat-uog","miroc5","rcp26",1907,57.7364482569812,30.25
"simstrat-uog","miroc5","rcp60",1907,57.7364482569812,30.25
"simstrat-uog","miroc5","rcp85",1907,57.7364482569812,30.25
"albm","gfdl-esm2m","rcp26",1908,58.3444198245455,30.25
"albm","gfdl-esm2m","rcp60",1908,58.3444198245455,30.25
"albm","gfdl-esm2m","rcp85",1908,58.3444198245455,30.25
"albm","hadgem2-es","rcp26",1908,58.0648812810602,30.25
"albm","hadgem2-es","rcp60",1908,58.0648812810602,30.25
"albm","hadgem2-es","rcp85",1908,58.0648812810602,30.25
"albm","ipsl-cm5a-lr","rcp26",1908,57.9110848198034,30.25
"albm","ipsl-cm5a-lr","rcp60",1908,57.9110848198034,30.25
"albm","ipsl-cm5a-lr","rcp85",1908,57.9110848198034,30.25
"albm","miroc5","rcp26",1908,57.9011165783497,30.25
"albm","miroc5","rcp60",1908,57.9011165783497,30.25
"albm","miroc5","rcp85",1908,57.9011165783497,30.25
"clm45","gfdl-esm2m","rcp26",1908,55.9864651358753,30.25
"clm45","gfdl-esm2m","rcp60",1908,55.9864651358753,30.25
"clm45","gfdl-esm2m","rcp85",1908,55.9864651358753,30.25
"clm45","hadgem2-es","rcp26",1908,55.8159658908077,30.25
"clm45","hadgem2-es","rcp60",1908,55.8159658908077,30.25
"clm45","hadgem2-es","rcp85",1908,55.8159658908077,30.25
"clm45","ipsl-cm5a-lr","rcp26",1908,55.9572824875924,30.25
"clm45","ipsl-cm5a-lr","rcp60",1908,55.9572824875924,30.25
"clm45","ipsl-cm5a-lr","rcp85",1908,55.9572824875924,30.25
"clm45","miroc5","rcp26",1908,55.8021790215766,30.25
"clm45","miroc5","rcp60",1908,55.8021790215766,30.25
"clm45","miroc5","rcp85",1908,55.8021790215766,30.25
"lake","gfdl-esm2m","rcp26",1908,56.9740150043503,30.2499923706055
"lake","gfdl-esm2m","rcp60",1908,56.9740150043503,30.2499923706055
"lake","gfdl-esm2m","rcp85",1908,56.9740150043503,30.2499923706055
"lake","hadgem2-es","rcp26",1908,56.3014981885384,30.2499923706055
"lake","hadgem2-es","rcp60",1908,56.3014981885384,30.2499923706055
"lake","hadgem2-es","rcp85",1908,56.3014981885384,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1908,56.558063028528,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1908,56.558063028528,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1908,56.558063028528,30.2499923706055
"lake","miroc5","rcp26",1908,56.2923333149637,30.2499923706055
"lake","miroc5","rcp60",1908,56.2923333149637,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1908,57.6035362910711,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1908,57.6035362910711,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1908,57.6035362910711,30.25
"simstrat-uog","hadgem2-es","rcp26",1908,57.2351442307692,30.25
"simstrat-uog","hadgem2-es","rcp60",1908,57.2351442307692,30.25
"simstrat-uog","hadgem2-es","rcp85",1908,57.2351442307692,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1908,57.6653749098774,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1908,57.6653749098774,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1908,57.6653749098774,30.25
"simstrat-uog","miroc5","rcp26",1908,57.2158086449733,30.25
"simstrat-uog","miroc5","rcp60",1908,57.2158086449733,30.25
"simstrat-uog","miroc5","rcp85",1908,57.2158086449733,30.25
"albm","gfdl-esm2m","rcp26",1909,58.1941396060088,30.25
"albm","gfdl-esm2m","rcp60",1909,58.1941396060088,30.25
"albm","gfdl-esm2m","rcp85",1909,58.1941396060088,30.25
"albm","hadgem2-es","rcp26",1909,57.4160545138218,30.25
"albm","hadgem2-es","rcp60",1909,57.4160545138218,30.25
"albm","hadgem2-es","rcp85",1909,57.4160545138218,30.25
"albm","ipsl-cm5a-lr","rcp26",1909,58.1373584050748,30.25
"albm","ipsl-cm5a-lr","rcp60",1909,58.1373584050748,30.25
"albm","ipsl-cm5a-lr","rcp85",1909,58.1373584050748,30.25
"albm","miroc5","rcp26",1909,57.7384812286689,30.25
"albm","miroc5","rcp60",1909,57.7384812286689,30.25
"albm","miroc5","rcp85",1909,57.7384812286689,30.25
"clm45","gfdl-esm2m","rcp26",1909,56.0843753202829,30.25
"clm45","gfdl-esm2m","rcp60",1909,56.0843753202829,30.25
"clm45","gfdl-esm2m","rcp85",1909,56.0843753202829,30.25
"clm45","hadgem2-es","rcp26",1909,55.135337927968,30.25
"clm45","hadgem2-es","rcp60",1909,55.135337927968,30.25
