"lakemodel","GCM","RCP","Year","MeanLatitude","MinimumLatitude"
"lake","gfdl-esm2m","rcp85",1930,57.0102287572665,30.2499923706055
"lake","hadgem2-es","rcp26",1930,56.8431404602802,30.2499923706055
"lake","hadgem2-es","rcp60",1930,56.8431404602802,30.2499923706055
"lake","hadgem2-es","rcp85",1930,56.8431404602802,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1930,56.3744756774417,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1930,56.3744756774417,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1930,56.3744756774417,30.2499923706055
"lake","miroc5","rcp26",1930,57.2840762375751,30.2499923706055
"lake","miroc5","rcp60",1930,57.2840762375751,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1930,57.870314060089,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1930,57.870314060089,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1930,57.870314060089,30.25
"simstrat-uog","hadgem2-es","rcp26",1930,57.4366679255972,30.25
"simstrat-uog","hadgem2-es","rcp60",1930,57.4366679255972,30.25
"simstrat-uog","hadgem2-es","rcp85",1930,57.4366679255972,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1930,56.7674657861996,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1930,56.7674657861996,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1930,56.7674657861996,30.25
"simstrat-uog","miroc5","rcp26",1930,57.6615151515152,30.25
"simstrat-uog","miroc5","rcp60",1930,57.6615151515152,30.25
"simstrat-uog","miroc5","rcp85",1930,57.6615151515152,30.25
"albm","gfdl-esm2m","rcp26",1931,58.3639474158113,30.25
"albm","gfdl-esm2m","rcp60",1931,58.3639474158113,30.25
"albm","gfdl-esm2m","rcp85",1931,58.3639474158113,30.25
"albm","hadgem2-es","rcp26",1931,57.3342330512596,30.25
"albm","hadgem2-es","rcp60",1931,57.3342330512596,30.25
"albm","hadgem2-es","rcp85",1931,57.3342330512596,30.25
"albm","ipsl-cm5a-lr","rcp26",1931,58.3509154123757,30.25
"albm","ipsl-cm5a-lr","rcp60",1931,58.3509154123757,30.25
"albm","ipsl-cm5a-lr","rcp85",1931,58.3509154123757,30.25
"albm","miroc5","rcp26",1931,57.9224137931034,30.25
"albm","miroc5","rcp60",1931,57.9224137931034,30.25
"albm","miroc5","rcp85",1931,57.9224137931034,30.25
"clm45","gfdl-esm2m","rcp26",1931,56.3538940970434,30.25
"clm45","gfdl-esm2m","rcp60",1931,56.3538940970434,30.25
"clm45","gfdl-esm2m","rcp85",1931,56.3538940970434,30.25
"clm45","hadgem2-es","rcp26",1931,55.5635539293668,30.25
"clm45","hadgem2-es","rcp60",1931,55.5635539293668,30.25
"clm45","hadgem2-es","rcp85",1931,55.5635539293668,30.25
"clm45","ipsl-cm5a-lr","rcp26",1931,56.3153144217417,30.25
"clm45","ipsl-cm5a-lr","rcp60",1931,56.3153144217417,30.25
"clm45","ipsl-cm5a-lr","rcp85",1931,56.3153144217417,30.25
"clm45","miroc5","rcp26",1931,55.4290373369321,30.25
"clm45","miroc5","rcp60",1931,55.4290373369321,30.25
"clm45","miroc5","rcp85",1931,55.4290373369321,30.25
"lake","gfdl-esm2m","rcp26",1931,56.9540244584248,30.2499923706055
"lake","gfdl-esm2m","rcp60",1931,56.9540244584248,30.2499923706055
"lake","gfdl-esm2m","rcp85",1931,56.9540244584248,30.2499923706055
"lake","hadgem2-es","rcp26",1931,56.2553208698364,30.2499923706055
"lake","hadgem2-es","rcp60",1931,56.2553208698364,30.2499923706055
"lake","hadgem2-es","rcp85",1931,56.2553208698364,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1931,56.8729466080703,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1931,56.8729466080703,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1931,56.8729466080703,30.2499923706055
"lake","miroc5","rcp26",1931,56.274122433355,30.2499923706055
"lake","miroc5","rcp60",1931,56.274122433355,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1931,57.6876671277086,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1931,57.6876671277086,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1931,57.6876671277086,30.25
"simstrat-uog","hadgem2-es","rcp26",1931,56.8685286103542,30.25
"simstrat-uog","hadgem2-es","rcp60",1931,56.8685286103542,30.25
"simstrat-uog","hadgem2-es","rcp85",1931,56.8685286103542,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1931,57.6100364963504,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1931,57.6100364963504,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1931,57.6100364963504,30.25
"simstrat-uog","miroc5","rcp26",1931,57.1108734139864,30.25
"simstrat-uog","miroc5","rcp60",1931,57.1108734139864,30.25
"simstrat-uog","miroc5","rcp85",1931,57.1108734139864,30.25
"albm","gfdl-esm2m","rcp26",1932,57.6535488575595,30.25
"albm","gfdl-esm2m","rcp60",1932,57.6535488575595,30.25
"albm","gfdl-esm2m","rcp85",1932,57.6535488575595,30.25
"albm","hadgem2-es","rcp26",1932,57.9732628956353,30.25
"albm","hadgem2-es","rcp60",1932,57.9732628956353,30.25
"albm","hadgem2-es","rcp85",1932,57.9732628956353,30.25
"albm","ipsl-cm5a-lr","rcp26",1932,57.8018963922294,30.25
"albm","ipsl-cm5a-lr","rcp60",1932,57.8018963922294,30.25
"albm","ipsl-cm5a-lr","rcp85",1932,57.8018963922294,30.25
"albm","miroc5","rcp26",1932,58.6702268776873,30.25
"albm","miroc5","rcp60",1932,58.6702268776873,30.25
"albm","miroc5","rcp85",1932,58.6702268776873,30.25
"clm45","gfdl-esm2m","rcp26",1932,54.8903448275862,30.25
"clm45","gfdl-esm2m","rcp60",1932,54.8903448275862,30.25
"clm45","gfdl-esm2m","rcp85",1932,54.8903448275862,30.25
"clm45","hadgem2-es","rcp26",1932,55.7033397251518,30.25
"clm45","hadgem2-es","rcp60",1932,55.7033397251518,30.25
"clm45","hadgem2-es","rcp85",1932,55.7033397251518,30.25
"clm45","ipsl-cm5a-lr","rcp26",1932,55.1290884718499,30.25
"clm45","ipsl-cm5a-lr","rcp60",1932,55.1290884718499,30.25
"clm45","ipsl-cm5a-lr","rcp85",1932,55.1290884718499,30.25
"clm45","miroc5","rcp26",1932,55.940615679591,30.25
"clm45","miroc5","rcp60",1932,55.940615679591,30.25
"clm45","miroc5","rcp85",1932,55.940615679591,30.25
"lake","gfdl-esm2m","rcp26",1932,55.7203208764338,30.2499923706055
"lake","gfdl-esm2m","rcp60",1932,55.7203208764338,30.2499923706055
"lake","gfdl-esm2m","rcp85",1932,55.7203208764338,30.2499923706055
"lake","hadgem2-es","rcp26",1932,57.0899404225535,30.2499923706055
"lake","hadgem2-es","rcp60",1932,57.0899404225535,30.2499923706055
"lake","hadgem2-es","rcp85",1932,57.0899404225535,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1932,56.190244961279,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1932,56.190244961279,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1932,56.190244961279,30.2499923706055
"lake","miroc5","rcp26",1932,57.5050560582229,30.2499923706055
"lake","miroc5","rcp60",1932,57.5050560582229,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1932,57.127881096053,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1932,57.127881096053,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1932,57.127881096053,30.25
"simstrat-uog","hadgem2-es","rcp26",1932,57.6163211960011,30.25
"simstrat-uog","hadgem2-es","rcp60",1932,57.6163211960011,30.25
"simstrat-uog","hadgem2-es","rcp85",1932,57.6163211960011,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1932,56.9922401518747,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1932,56.9922401518747,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1932,56.9922401518747,30.25
"simstrat-uog","miroc5","rcp26",1932,57.8348743480322,30.25
"simstrat-uog","miroc5","rcp60",1932,57.8348743480322,30.25
"simstrat-uog","miroc5","rcp85",1932,57.8348743480322,30.25
"albm","gfdl-esm2m","rcp26",1933,58.1230004623209,30.25
"albm","gfdl-esm2m","rcp60",1933,58.1230004623209,30.25
"albm","gfdl-esm2m","rcp85",1933,58.1230004623209,30.25
"albm","hadgem2-es","rcp26",1933,58.2761577654445,30.25
"albm","hadgem2-es","rcp60",1933,58.2761577654445,30.25
"albm","hadgem2-es","rcp85",1933,58.2761577654445,30.25
"albm","ipsl-cm5a-lr","rcp26",1933,58.0661385081004,30.25
"albm","ipsl-cm5a-lr","rcp60",1933,58.0661385081004,30.25
"albm","ipsl-cm5a-lr","rcp85",1933,58.0661385081004,30.25
"albm","miroc5","rcp26",1933,58.6072950892461,30.25
"albm","miroc5","rcp60",1933,58.6072950892461,30.25
"albm","miroc5","rcp85",1933,58.6072950892461,30.25
"clm45","gfdl-esm2m","rcp26",1933,55.4678079242033,30.25
"clm45","gfdl-esm2m","rcp60",1933,55.4678079242033,30.25
"clm45","gfdl-esm2m","rcp85",1933,55.4678079242033,30.25
"clm45","hadgem2-es","rcp26",1933,56.5091738520152,30.25
"clm45","hadgem2-es","rcp60",1933,56.5091738520152,30.25
"clm45","hadgem2-es","rcp85",1933,56.5091738520152,30.25
"clm45","ipsl-cm5a-lr","rcp26",1933,54.8494798439532,30.25
"clm45","ipsl-cm5a-lr","rcp60",1933,54.8494798439532,30.25
"clm45","ipsl-cm5a-lr","rcp85",1933,54.8494798439532,30.25
"clm45","miroc5","rcp26",1933,56.8521344504289,30.25
"clm45","miroc5","rcp60",1933,56.8521344504289,30.25
"clm45","miroc5","rcp85",1933,56.8521344504289,30.25
"lake","gfdl-esm2m","rcp26",1933,56.2277398728761,30.2499923706055
"lake","gfdl-esm2m","rcp60",1933,56.2277398728761,30.2499923706055
"lake","gfdl-esm2m","rcp85",1933,56.2277398728761,30.2499923706055
"lake","hadgem2-es","rcp26",1933,57.3077497894463,30.2499923706055
"lake","hadgem2-es","rcp60",1933,57.3077497894463,30.2499923706055
"lake","hadgem2-es","rcp85",1933,57.3077497894463,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1933,56.3247800233919,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1933,56.3247800233919,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1933,56.3247800233919,30.2499923706055
"lake","miroc5","rcp26",1933,57.4801903904075,30.2499923706055
"lake","miroc5","rcp60",1933,57.4801903904075,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1933,57.2267464299498,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1933,57.2267464299498,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1933,57.2267464299498,30.25
"simstrat-uog","hadgem2-es","rcp26",1933,57.8333184017201,30.25
"simstrat-uog","hadgem2-es","rcp60",1933,57.8333184017201,30.25
"simstrat-uog","hadgem2-es","rcp85",1933,57.8333184017201,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1933,57.1222607742878,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1933,57.1222607742878,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1933,57.1222607742878,30.25
"simstrat-uog","miroc5","rcp26",1933,58.084809325863,30.25
"simstrat-uog","miroc5","rcp60",1933,58.084809325863,30.25
"simstrat-uog","miroc5","rcp85",1933,58.084809325863,30.25
"albm","gfdl-esm2m","rcp26",1934,58.2835875090777,30.25
"albm","gfdl-esm2m","rcp60",1934,58.2835875090777,30.25
"albm","gfdl-esm2m","rcp85",1934,58.2835875090777,30.25
"albm","hadgem2-es","rcp26",1934,57.7241603310557,30.25
"albm","hadgem2-es","rcp60",1934,57.7241603310557,30.25
"albm","hadgem2-es","rcp85",1934,57.7241603310557,30.25
"albm","ipsl-cm5a-lr","rcp26",1934,57.8957662958536,30.25
"albm","ipsl-cm5a-lr","rcp60",1934,57.8957662958536,30.25
"albm","ipsl-cm5a-lr","rcp85",1934,57.8957662958536,30.25
"albm","miroc5","rcp26",1934,58.1600489969493,30.25
"albm","miroc5","rcp60",1934,58.1600489969493,30.25
"albm","miroc5","rcp85",1934,58.1600489969493,30.25
"clm45","gfdl-esm2m","rcp26",1934,56.1975971102502,30.25
"clm45","gfdl-esm2m","rcp60",1934,56.1975971102502,30.25
"clm45","gfdl-esm2m","rcp85",1934,56.1975971102502,30.25
"clm45","hadgem2-es","rcp26",1934,55.4215272448197,30.25
"clm45","hadgem2-es","rcp60",1934,55.4215272448197,30.25
"clm45","hadgem2-es","rcp85",1934,55.4215272448197,30.25
"clm45","ipsl-cm5a-lr","rcp26",1934,56.1720206988421,30.25
"clm45","ipsl-cm5a-lr","rcp60",1934,56.1720206988421,30.25
"clm45","ipsl-cm5a-lr","rcp85",1934,56.1720206988421,30.25
"clm45","miroc5","rcp26",1934,55.9006303200086,30.25
"clm45","miroc5","rcp60",1934,55.9006303200086,30.25
"clm45","miroc5","rcp85",1934,55.9006303200086,30.25
"lake","gfdl-esm2m","rcp26",1934,56.5650215910267,30.2499923706055
"lake","gfdl-esm2m","rcp60",1934,56.5650215910267,30.2499923706055
"lake","gfdl-esm2m","rcp85",1934,56.5650215910267,30.2499923706055
"lake","hadgem2-es","rcp26",1934,56.3423818501802,30.2499923706055
"lake","hadgem2-es","rcp60",1934,56.3423818501802,30.2499923706055
"lake","hadgem2-es","rcp85",1934,56.3423818501802,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1934,56.4020002274365,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1934,56.4020002274365,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1934,56.4020002274365,30.2499923706055
"lake","miroc5","rcp26",1934,57.1182196194219,30.2499923706055
"lake","miroc5","rcp60",1934,57.1182196194219,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1934,57.8241181859826,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1934,57.8241181859826,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1934,57.8241181859826,30.25
"simstrat-uog","hadgem2-es","rcp26",1934,56.9974367737526,30.25
"simstrat-uog","hadgem2-es","rcp60",1934,56.9974367737526,30.25
"simstrat-uog","hadgem2-es","rcp85",1934,56.9974367737526,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1934,57.5030259632265,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1934,57.5030259632265,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1934,57.5030259632265,30.25
"simstrat-uog","miroc5","rcp26",1934,57.749295906872,30.25
"simstrat-uog","miroc5","rcp60",1934,57.749295906872,30.25
"simstrat-uog","miroc5","rcp85",1934,57.749295906872,30.25
"albm","gfdl-esm2m","rcp26",1935,57.7406210516085,30.25
"albm","gfdl-esm2m","rcp60",1935,57.7406210516085,30.25
"albm","gfdl-esm2m","rcp85",1935,57.7406210516085,30.25
"albm","hadgem2-es","rcp26",1935,58.3816902703697,30.25
"albm","hadgem2-es","rcp60",1935,58.3816902703697,30.25
"albm","hadgem2-es","rcp85",1935,58.3816902703697,30.25
"albm","ipsl-cm5a-lr","rcp26",1935,58.6890747269757,30.25
"albm","ipsl-cm5a-lr","rcp60",1935,58.6890747269757,30.25
"albm","ipsl-cm5a-lr","rcp85",1935,58.6890747269757,30.25
"albm","miroc5","rcp26",1935,58.2465533088235,30.25
"albm","miroc5","rcp60",1935,58.2465533088235,30.25
"albm","miroc5","rcp85",1935,58.2465533088235,30.25
"clm45","gfdl-esm2m","rcp26",1935,55.7885523210071,30.25
"clm45","gfdl-esm2m","rcp60",1935,55.7885523210071,30.25
"clm45","gfdl-esm2m","rcp85",1935,55.7885523210071,30.25
"clm45","hadgem2-es","rcp26",1935,56.997616754935,30.25
"clm45","hadgem2-es","rcp60",1935,56.997616754935,30.25
"clm45","hadgem2-es","rcp85",1935,56.997616754935,30.25
"clm45","ipsl-cm5a-lr","rcp26",1935,56.1228805156173,30.25
"clm45","ipsl-cm5a-lr","rcp60",1935,56.1228805156173,30.25
"clm45","ipsl-cm5a-lr","rcp85",1935,56.1228805156173,30.25
"clm45","miroc5","rcp26",1935,56.310588784078,30.25
"clm45","miroc5","rcp60",1935,56.310588784078,30.25
"clm45","miroc5","rcp85",1935,56.310588784078,30.25
"lake","gfdl-esm2m","rcp26",1935,56.0438403102456,30.2499923706055
"lake","gfdl-esm2m","rcp60",1935,56.0438403102456,30.2499923706055
"lake","gfdl-esm2m","rcp85",1935,56.0438403102456,30.2499923706055
"lake","hadgem2-es","rcp26",1935,57.6674353834895,30.2499923706055
"lake","hadgem2-es","rcp60",1935,57.6674353834895,30.2499923706055
"lake","hadgem2-es","rcp85",1935,57.6674353834895,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1935,57.149045034352,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1935,57.149045034352,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1935,57.149045034352,30.2499923706055
"lake","miroc5","rcp26",1935,56.985208423265,30.2499923706055
"lake","miroc5","rcp60",1935,56.985208423265,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1935,57.0800584441757,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1935,57.0800584441757,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1935,57.0800584441757,30.25
"simstrat-uog","hadgem2-es","rcp26",1935,58.1280454668961,30.25
"simstrat-uog","hadgem2-es","rcp60",1935,58.1280454668961,30.25
"simstrat-uog","hadgem2-es","rcp85",1935,58.1280454668961,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1935,58.1502109148431,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1935,58.1502109148431,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1935,58.1502109148431,30.25
"simstrat-uog","miroc5","rcp26",1935,57.6338484075229,30.25
"simstrat-uog","miroc5","rcp60",1935,57.6338484075229,30.25
"simstrat-uog","miroc5","rcp85",1935,57.6338484075229,30.25
"albm","gfdl-esm2m","rcp26",1936,57.950711144381,30.25
"albm","gfdl-esm2m","rcp60",1936,57.950711144381,30.25
"albm","gfdl-esm2m","rcp85",1936,57.950711144381,30.25
"albm","hadgem2-es","rcp26",1936,57.9216557530402,30.25
"albm","hadgem2-es","rcp60",1936,57.9216557530402,30.25
"albm","hadgem2-es","rcp85",1936,57.9216557530402,30.25
"albm","ipsl-cm5a-lr","rcp26",1936,57.9333585762969,30.25
"albm","ipsl-cm5a-lr","rcp60",1936,57.9333585762969,30.25
"albm","ipsl-cm5a-lr","rcp85",1936,57.9333585762969,30.25
"albm","miroc5","rcp26",1936,57.7574719208072,30.25
"albm","miroc5","rcp60",1936,57.7574719208072,30.25
"albm","miroc5","rcp85",1936,57.7574719208072,30.25
"clm45","gfdl-esm2m","rcp26",1936,55.2532994072251,30.25
"clm45","gfdl-esm2m","rcp60",1936,55.2532994072251,30.25
"clm45","gfdl-esm2m","rcp85",1936,55.2532994072251,30.25
"clm45","hadgem2-es","rcp26",1936,56.1175418880262,30.25
"clm45","hadgem2-es","rcp60",1936,56.1175418880262,30.25
"clm45","hadgem2-es","rcp85",1936,56.1175418880262,30.25
"clm45","ipsl-cm5a-lr","rcp26",1936,54.5194824161701,30.25
"clm45","ipsl-cm5a-lr","rcp60",1936,54.5194824161701,30.25
"clm45","ipsl-cm5a-lr","rcp85",1936,54.5194824161701,30.25
"clm45","miroc5","rcp26",1936,55.6453869698295,30.25
"clm45","miroc5","rcp60",1936,55.6453869698295,30.25
"clm45","miroc5","rcp85",1936,55.6453869698295,30.25
"lake","gfdl-esm2m","rcp26",1936,55.6545805477017,30.2499923706055
"lake","gfdl-esm2m","rcp60",1936,55.6545805477017,30.2499923706055
"lake","gfdl-esm2m","rcp85",1936,55.6545805477017,30.2499923706055
"lake","hadgem2-es","rcp26",1936,56.918473981454,30.2499923706055
"lake","hadgem2-es","rcp60",1936,56.918473981454,30.2499923706055
"lake","hadgem2-es","rcp85",1936,56.918473981454,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1936,56.3371174127356,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1936,56.3371174127356,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1936,56.3371174127356,30.2499923706055
"lake","miroc5","rcp26",1936,56.2399115020999,30.2499923706055
"lake","miroc5","rcp60",1936,56.2399115020999,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1936,57.1792138091094,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1936,57.1792138091094,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1936,57.1792138091094,30.25
"simstrat-uog","hadgem2-es","rcp26",1936,57.3211626175184,30.25
"simstrat-uog","hadgem2-es","rcp60",1936,57.3211626175184,30.25
"simstrat-uog","hadgem2-es","rcp85",1936,57.3211626175184,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1936,57.1277059457342,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1936,57.1277059457342,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1936,57.1277059457342,30.25
"simstrat-uog","miroc5","rcp26",1936,57.0340164335322,30.25
"simstrat-uog","miroc5","rcp60",1936,57.0340164335322,30.25
"simstrat-uog","miroc5","rcp85",1936,57.0340164335322,30.25
"albm","gfdl-esm2m","rcp26",1937,57.9085343483445,30.25
"albm","gfdl-esm2m","rcp60",1937,57.9085343483445,30.25
"albm","gfdl-esm2m","rcp85",1937,57.9085343483445,30.25
"albm","hadgem2-es","rcp26",1937,58.2590751550529,30.25
"albm","hadgem2-es","rcp60",1937,58.2590751550529,30.25
"albm","hadgem2-es","rcp85",1937,58.2590751550529,30.25
"albm","ipsl-cm5a-lr","rcp26",1937,58.1076526924467,30.25
"albm","ipsl-cm5a-lr","rcp60",1937,58.1076526924467,30.25
"albm","ipsl-cm5a-lr","rcp85",1937,58.1076526924467,30.25
"albm","miroc5","rcp26",1937,58.0071124084886,30.25
"albm","miroc5","rcp60",1937,58.0071124084886,30.25
"albm","miroc5","rcp85",1937,58.0071124084886,30.25
"clm45","gfdl-esm2m","rcp26",1937,55.5458228114478,30.25
"clm45","gfdl-esm2m","rcp60",1937,55.5458228114478,30.25
"clm45","gfdl-esm2m","rcp85",1937,55.5458228114478,30.25
"clm45","hadgem2-es","rcp26",1937,56.1042910063799,30.25
"clm45","hadgem2-es","rcp60",1937,56.1042910063799,30.25
"clm45","hadgem2-es","rcp85",1937,56.1042910063799,30.25
"clm45","ipsl-cm5a-lr","rcp26",1937,55.8967313585291,30.25
"clm45","ipsl-cm5a-lr","rcp60",1937,55.8967313585291,30.25
"clm45","ipsl-cm5a-lr","rcp85",1937,55.8967313585291,30.25
"clm45","miroc5","rcp26",1937,55.568084076981,30.25
"clm45","miroc5","rcp60",1937,55.568084076981,30.25
"clm45","miroc5","rcp85",1937,55.568084076981,30.25
"lake","gfdl-esm2m","rcp26",1937,56.4505306546876,30.2499923706055
"lake","gfdl-esm2m","rcp60",1937,56.4505306546876,30.2499923706055
"lake","gfdl-esm2m","rcp85",1937,56.4505306546876,30.2499923706055
"lake","hadgem2-es","rcp26",1937,57.0962295957526,30.2499923706055
"lake","hadgem2-es","rcp60",1937,57.0962295957526,30.2499923706055
"lake","hadgem2-es","rcp85",1937,57.0962295957526,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1937,57.0996226088963,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1937,57.0996226088963,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1937,57.0996226088963,30.2499923706055
"lake","miroc5","rcp26",1937,56.6091975698384,30.2499923706055
"lake","miroc5","rcp60",1937,56.6091975698384,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1937,57.5916867024228,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1937,57.5916867024228,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1937,57.5916867024228,30.25
"simstrat-uog","hadgem2-es","rcp26",1937,57.8886615748318,30.25
"simstrat-uog","hadgem2-es","rcp60",1937,57.8886615748318,30.25
"simstrat-uog","hadgem2-es","rcp85",1937,57.8886615748318,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1937,57.7964746501908,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp60",1937,57.7964746501908,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp85",1937,57.7964746501908,30.25
"simstrat-uog","miroc5","rcp26",1937,57.2690309784662,30.25
"simstrat-uog","miroc5","rcp60",1937,57.2690309784662,30.25
"simstrat-uog","miroc5","rcp85",1937,57.2690309784662,30.25
"albm","gfdl-esm2m","rcp26",1938,57.865224625624,30.25
"albm","gfdl-esm2m","rcp60",1938,57.865224625624,30.25
"albm","gfdl-esm2m","rcp85",1938,57.865224625624,30.25
"albm","hadgem2-es","rcp26",1938,58.2876195732156,30.25
"albm","hadgem2-es","rcp60",1938,58.2876195732156,30.25
"albm","hadgem2-es","rcp85",1938,58.2876195732156,30.25
"albm","ipsl-cm5a-lr","rcp26",1938,57.6508885527933,30.25
"albm","ipsl-cm5a-lr","rcp60",1938,57.6508885527933,30.25
"albm","ipsl-cm5a-lr","rcp85",1938,57.6508885527933,30.25
"albm","miroc5","rcp26",1938,58.3081844964095,30.25
"albm","miroc5","rcp60",1938,58.3081844964095,30.25
"albm","miroc5","rcp85",1938,58.3081844964095,30.25
"clm45","gfdl-esm2m","rcp26",1938,55.6053976966957,30.25
"clm45","gfdl-esm2m","rcp60",1938,55.6053976966957,30.25
"clm45","gfdl-esm2m","rcp85",1938,55.6053976966957,30.25
"clm45","hadgem2-es","rcp26",1938,56.6957995951417,30.25
"clm45","hadgem2-es","rcp60",1938,56.6957995951417,30.25
"clm45","hadgem2-es","rcp85",1938,56.6957995951417,30.25
"clm45","ipsl-cm5a-lr","rcp26",1938,55.1399215644139,30.25
"clm45","ipsl-cm5a-lr","rcp60",1938,55.1399215644139,30.25
"clm45","ipsl-cm5a-lr","rcp85",1938,55.1399215644139,30.25
"clm45","miroc5","rcp26",1938,56.5536162732295,30.25
"clm45","miroc5","rcp60",1938,56.5536162732295,30.25
"clm45","miroc5","rcp85",1938,56.5536162732295,30.25
"lake","gfdl-esm2m","rcp26",1938,56.1922358604786,30.2499923706055
"lake","gfdl-esm2m","rcp60",1938,56.1922358604786,30.2499923706055
"lake","gfdl-esm2m","rcp85",1938,56.1922358604786,30.2499923706055
"lake","hadgem2-es","rcp26",1938,57.500897803201,30.2499923706055
"lake","hadgem2-es","rcp60",1938,57.500897803201,30.2499923706055
"lake","hadgem2-es","rcp85",1938,57.500897803201,30.2499923706055
"lake","ipsl-cm5a-lr","rcp26",1938,56.248195767818,30.2499923706055
"lake","ipsl-cm5a-lr","rcp60",1938,56.248195767818,30.2499923706055
"lake","ipsl-cm5a-lr","rcp85",1938,56.248195767818,30.2499923706055
"lake","miroc5","rcp26",1938,56.8115375000886,30.2499923706055
"lake","miroc5","rcp60",1938,56.8115375000886,30.2499923706055
"simstrat-uog","gfdl-esm2m","rcp26",1938,57.1749260707813,30.25
"simstrat-uog","gfdl-esm2m","rcp60",1938,57.1749260707813,30.25
"simstrat-uog","gfdl-esm2m","rcp85",1938,57.1749260707813,30.25
"simstrat-uog","hadgem2-es","rcp26",1938,57.9718576246468,30.25
"simstrat-uog","hadgem2-es","rcp60",1938,57.9718576246468,30.25
"simstrat-uog","hadgem2-es","rcp85",1938,57.9718576246468,30.25
"simstrat-uog","ipsl-cm5a-lr","rcp26",1938,56.7796216638968,30.25
